Unnamed: 0	Virus Strain Name	Accession_ID	Lineage	Sample_Collection_Date	country	province	city	merged_lineage	date
6624	hCoV-19/Jilin/JLCDC-59532/2023	EPI_ISL_16713273	BN.1	1/3/2023	China	Jilin	Changchun	BA.2.75*	2023-01-03
6626	hCoV-19/Jilin/JLCDC-59527/2023	EPI_ISL_16713271	BA.5.2.48	1/3/2023	China	Jilin	Changchun	BA.5.2*	2023-01-03
6627	hCoV-19/Jilin/JLCDC-59526/2023	EPI_ISL_16713270	BN.1.2	1/3/2023	China	Jilin	Changchun	BA.2.75*	2023-01-03
6652	hCoV-19/Guangdong/GCDC-YF0004/2023	EPI_ISL_16711678	BF.7.14	1/3/2023	China	Guangdong		BF.7.14*	2023-01-03
6655	hCoV-19/Shaanxi/SXCDC-A013/2023	EPI_ISL_16709460	BF.7.14	1/3/2023	China	Shaanxi	Ankang	BF.7.14*	2023-01-03
6657	hCoV-19/Shaanxi/SXCDC-A009/2023	EPI_ISL_16709456	BF.7.14	1/3/2023	China	Shaanxi	Ankang	BF.7.14*	2023-01-03
6665	hCoV-19/Beijing/BJCDC-0275/2023	EPI_ISL_16709191	BA.5.2.48	1/3/2023	China	Beijing		BA.5.2*	2023-01-03
6681	hCoV-19/Chongqing/YBCDC-0021/2023	EPI_ISL_16702063	BA.5.2.48	1/3/2023	China	Chongqing	Yubei	BA.5.2*	2023-01-03
6684	hCoV-19/Jiangsu/YCCDC-016/2023	EPI_ISL_16671022	BF.7.14	1/3/2023	China	Jiangsu	Yancheng	BF.7.14*	2023-01-03
6694	hCoV-19/Yunnan/IVDC-570/2023	EPI_ISL_16646036	BF.7.14	1/3/2023	China	Yunnan	Kunming	BF.7.14*	2023-01-03
6697	hCoV-19/Yunnan/IVDC-567/2023	EPI_ISL_16646033	BA.5.2.48	1/3/2023	China	Yunnan	Kunming	BA.5.2*	2023-01-03
6698	hCoV-19/Yunnan/IVDC-566/2023	EPI_ISL_16646032	BA.5.2.48	1/3/2023	China	Yunnan	Kunming	BA.5.2*	2023-01-03
6703	hCoV-19/Shanghai/IVDC-686/2023	EPI_ISL_16635991	BA.5.2.48	1/3/2023	China	Shanghai	Minhang	BA.5.2*	2023-01-03
6707	hCoV-19/Xinjiang/IVDC-223/2023	EPI_ISL_16635936	BA.5.2	1/3/2023	China	Xinjiang	Yining	BA.5.2*	2023-01-03
6709	hCoV-19/Xinjiang/IVDC-221/2023	EPI_ISL_16635934	BA.5.2	1/3/2023	China	Xinjiang	Yining	BA.5.2*	2023-01-03
6712	hCoV-19/Xinjiang/IVDC-191/2023	EPI_ISL_16635905	BA.5.2	1/3/2023	China	Xinjiang	Bozhou	BA.5.2*	2023-01-03
6719	hCoV-19/Xinjiang/IVDC-137/2023	EPI_ISL_16635857	BF.7.14	1/3/2023	China	Xinjiang	Korla	BF.7.14*	2023-01-03
6734	hCoV-19/Inner Mongolia/IVDC-292/2023	EPI_ISL_16635309	BF.7.14	1/3/2023	China	Inner Mongolia	Ulanqab	BF.7.14*	2023-01-03
6737	hCoV-19/Inner Mongolia/IVDC-277/2023	EPI_ISL_16635306	BA.5.2.48	1/3/2023	China	Inner Mongolia	Ordos	BA.5.2*	2023-01-03
6738	hCoV-19/Inner Mongolia/IVDC-276/2023	EPI_ISL_16635305	BA.5.2.48	1/3/2023	China	Inner Mongolia	Ordos	BA.5.2*	2023-01-03
6739	hCoV-19/Inner Mongolia/IVDC-275/2023	EPI_ISL_16635304	BA.5.2.48	1/3/2023	China	Inner Mongolia	Ordos	BA.5.2*	2023-01-03
6740	hCoV-19/Inner Mongolia/IVDC-290/2023	EPI_ISL_16635303	BA.5.2.49	1/3/2023	China	Inner Mongolia	Huhhot	BA.5.2*	2023-01-03
6743	hCoV-19/Inner Mongolia/IVDC-287/2023	EPI_ISL_16635300	BA.5.2.49	1/3/2023	China	Inner Mongolia	Huhhot	BA.5.2*	2023-01-03
6747	hCoV-19/Inner Mongolia/IVDC-281/2023	EPI_ISL_16635294	BF.7.14	1/3/2023	China	Inner Mongolia	Huhhot	BF.7.14*	2023-01-03
6748	hCoV-19/Inner Mongolia/IVDC-280/2023	EPI_ISL_16635293	BF.7.14	1/3/2023	China	Inner Mongolia	Huhhot	BF.7.14*	2023-01-03
6749	hCoV-19/Inner Mongolia/IVDC-279/2023	EPI_ISL_16635292	BA.5.2	1/3/2023	China	Inner Mongolia	Huhhot	BA.5.2*	2023-01-03
6761	hCoV-19/Hainan/CDC-023/2023	EPI_ISL_16614090	BF.7.14	1/3/2023	China	Hainan	Sanya	BF.7.14*	2023-01-03
6764	hCoV-19/Hainan/CDC-019/2023	EPI_ISL_16614086	BF.7.14	1/3/2023	China	Hainan	Sanya	BF.7.14*	2023-01-03
6811	hCoV-19/Hunan/CCDC-08/2023	EPI_ISL_16598678	BF.7.14	1/3/2023	China	Hunan	Changsha	BF.7.14*	2023-01-03
6813	hCoV-19/Hunan/CCDC-05/2023	EPI_ISL_16598675	BA.5.2.48	1/3/2023	China	Hunan	Changsha	BA.5.2*	2023-01-03
6816	hCoV-19/Hunan/CCDC-01/2023	EPI_ISL_16598671	BA.5.2.48	1/3/2023	China	Hunan	Changsha	BA.5.2*	2023-01-03
6842	hCoV-19/Jiangxi/JCDC-ML0005/2023	EPI_ISL_16597071	BF.7.14	1/3/2023	China	Jiangxi	Nanchang	BF.7.14*	2023-01-03
6883	hCoV-19/Fujian/FCDC-RB025/2023	EPI_ISL_16561148	BA.5.2.48	1/3/2023	China	Fujian	Quanzhou	BA.5.2*	2023-01-03
6895	hCoV-19/Fujian/FCDC-CX60/2023	EPI_ISL_16561129	BA.5.2.48	1/3/2023	China	Fujian	Fuzhou	BA.5.2*	2023-01-03
6914	hCoV-19/Hong Kong/VZ23000355/2023	EPI_ISL_16524124	CH.1.1.3	1/3/2023	China	Hong Kong		BA.2.75*	2023-01-03
6916	hCoV-19/Hong Kong/VZ23000310/2023	EPI_ISL_16524122	BQ.1.1	1/3/2023	China	Hong Kong		Others	2023-01-03
6917	hCoV-19/Hong Kong/VK23003169/2023	EPI_ISL_16524087	BF.7.14	1/3/2023	China	Hong Kong		BF.7.14*	2023-01-03
6998	hCoV-19/Guangxi/GCDC-BH-010907/2023	EPI_ISL_17088727	BA.5.2.48	1/4/2023	China	Guangxi	Beihai	BA.5.2*	2023-01-04
7003	hCoV-19/Hebei/CZ-21/2023	EPI_ISL_17031610	BF.7.14	1/4/2023	China	Hebei	Cangzhou	BF.7.14*	2023-01-04
7021	hCoV-19/Shanxi/SXCDC-0129/2023	EPI_ISL_16853833	BF.7.14	1/4/2023	China	Shanxi	Jinzhong	BF.7.14*	2023-01-04
7023	hCoV-19/Shanxi/SXCDC-0047/2023	EPI_ISL_16853795	BF.7.14	1/4/2023	China	Shanxi	Taiyuan	BF.7.14*	2023-01-04
7028	hCoV-19/Shanxi/SXCDC-0023/2023	EPI_ISL_16853778	BA.5.2.48	1/4/2023	China	Shanxi	Jincheng	BA.5.2*	2023-01-04
7056	hCoV-19/Taiwan/F77783/2023	EPI_ISL_16735404	BA.5.2.1	1/4/2023	China	Taiwan		BA.5.2*	2023-01-04
7057	hCoV-19/Taiwan/F77749/2023	EPI_ISL_16735402	BA.5.2.48	1/4/2023	China	Taiwan		BA.5.2*	2023-01-04
7059	hCoV-19/Taiwan/F77868/2023	EPI_ISL_16723893	BA.5.2.48	1/4/2023	China	Taiwan		BA.5.2*	2023-01-04
7086	hCoV-19/Beijing/BJCDC-0286/2023	EPI_ISL_16709202	BF.7.14	1/4/2023	China	Beijing		BF.7.14*	2023-01-04
7088	hCoV-19/Beijing/BJCDC-0278/2023	EPI_ISL_16709194	BA.5.1	1/4/2023	China	Beijing		Others	2023-01-04
7115	hCoV-19/Shanghai/IVDC-696/2023	EPI_ISL_16636001	BA.5.2.48	1/4/2023	China	Shanghai	Minhang	BA.5.2*	2023-01-04
7123	hCoV-19/Shanghai/IVDC-688/2023	EPI_ISL_16635993	BF.7.14	1/4/2023	China	Shanghai	Minhang	BF.7.14*	2023-01-04
7124	hCoV-19/Shanghai/IVDC-687/2023	EPI_ISL_16635992	BA.5.2.48	1/4/2023	China	Shanghai	Minhang	BA.5.2*	2023-01-04
7126	hCoV-19/Shanghai/IVDC-683/2023	EPI_ISL_16635988	DN.1	1/4/2023	China	Shanghai	Jinshan	Others	2023-01-04
7127	hCoV-19/Shanghai/IVDC-682/2023	EPI_ISL_16635987	BA.5.2.48	1/4/2023	China	Shanghai	Jinshan	BA.5.2*	2023-01-04
7129	hCoV-19/Shanghai/IVDC-680/2023	EPI_ISL_16635985	BF.7.14	1/4/2023	China	Shanghai	Jinshan	BF.7.14*	2023-01-04
7131	hCoV-19/Shanghai/IVDC-677/2023	EPI_ISL_16635982	BF.7.14	1/4/2023	China	Shanghai	Jinshan	BF.7.14*	2023-01-04
7132	hCoV-19/Shanghai/IVDC-676/2023	EPI_ISL_16635981	BA.5.2.48	1/4/2023	China	Shanghai	Jinshan	BA.5.2*	2023-01-04
7134	hCoV-19/Shanghai/IVDC-674/2023	EPI_ISL_16635979	BQ.1.2	1/4/2023	China	Shanghai	Jinshan	Others	2023-01-04
7163	hCoV-19/Zhejiang/IVDC-1/2023	EPI_ISL_16635721	BQ.1.2	1/4/2023	China	Zhejiang	Quzhou	Others	2023-01-04
7170	hCoV-19/Ningxia/IVDC-426/2023	EPI_ISL_16635098	BA.5.2.49	1/4/2023	China	Ningxia	Shizuishan	BA.5.2*	2023-01-04
7175	hCoV-19/Ningxia/IVDC-409/2023	EPI_ISL_16635082	BF.7.14	1/4/2023	China	Ningxia	Shizuishan	BF.7.14*	2023-01-04
7225	hCoV-19/Shandong/SDCDC-0326/2023	EPI_ISL_16604710	BA.5.2.48	1/4/2023	China	Shandong	Yantai	BA.5.2*	2023-01-04
7232	hCoV-19/Shandong/SDCDC-0318/2023	EPI_ISL_16604702	BA.5.1	1/4/2023	China	Shandong	Weifang	Others	2023-01-04
7235	hCoV-19/Shandong/SDCDC-0315/2023	EPI_ISL_16604699	BA.5.2.48	1/4/2023	China	Shandong	Weifang	BA.5.2*	2023-01-04
7246	hCoV-19/Hunan/CCDC-07/2023	EPI_ISL_16598677	BA.5.2.48	1/4/2023	China	Hunan	Changsha	BA.5.2*	2023-01-04
7282	hCoV-19/Hong Kong/VK23005226/2023	EPI_ISL_16524093	BN.1.3	1/4/2023	China	Hong Kong		BA.2.75*	2023-01-04
7286	SARS-CoV-2/human/CHN/SH-XG2304-2102/2023	EPI_ISL_17488908	DY.2	1/4/2023	China	Shanghai		BA.5.2*	2023-01-04
7292	SARS-CoV-2/human/CHN/ZJCDC179/2023	EPI_ISL_17490659	BQ.1.1	1/4/2023	China	Zhejiang		Others	2023-01-04
7369	hCoV-19/Zhejiang/SKLID_ZJU-S44/2023	EPI_ISL_17736137	DZ.1	1/5/2023	China	Zhejiang	Hangzhou	BA.5.2*	2023-01-05
7383	hCoV-19/Zhejiang/SKLID_ZJU-S38/2023	EPI_ISL_17736104	DY.2	1/5/2023	China	Zhejiang	Hangzhou	BA.5.2*	2023-01-05
7389	hCoV-19/Zhejiang/SKLID_ZJU-S51/2023	EPI_ISL_17736090	DY.4	1/5/2023	China	Zhejiang	Hangzhou	BA.5.2*	2023-01-05
7401	hCoV-19/Hubei/HCDC-WH0477/2023	EPI_ISL_17487747	BF.7.14	1/5/2023	China	Hubei	Wuhan	BF.7.14*	2023-01-05
7407	hCoV-19/Hubei/HCDC-0481/2023	EPI_ISL_17487112	BF.7.14	1/5/2023	China	Hubei	Xiaogan	BF.7.14*	2023-01-05
7419	hCoV-19/Guangxi/QZ-010603/2023	EPI_ISL_17086591	BF.7.14	1/5/2023	China	Guangxi	Qinzhou	BF.7.14*	2023-01-05
7455	hCoV-19/Shanxi/SXCDC-0029/2023	EPI_ISL_16853783	BF.7.14	1/5/2023	China	Shanxi	Jincheng	BF.7.14*	2023-01-05
7462	hCoV-19/Taiwan/F77787/2023	EPI_ISL_16735405	BF.7.14	1/5/2023	China	Taiwan		BF.7.14*	2023-01-05
7477	hCoV-19/Taiwan/F77887/2023	EPI_ISL_16723896	BA.5.2.48	1/5/2023	China	Taiwan		BA.5.2*	2023-01-05
7479	hCoV-19/Taiwan/F77788/2023	EPI_ISL_16723878	BA.5.2.48	1/5/2023	China	Taiwan		BA.5.2*	2023-01-05
7482	hCoV-19/Taiwan/F77750/2023	EPI_ISL_16723875	BA.5.2.48	1/5/2023	China	Taiwan		BA.5.2*	2023-01-05
7523	hCoV-19/Gansu/GSCDC-087/2023	EPI_ISL_16702080	BA.5.2	1/5/2023	China	Gansu	Zhangye	BA.5.2*	2023-01-05
7532	hCoV-19/Gansu/GSCDC-076/2023	EPI_ISL_16702069	BA.5.2	1/5/2023	China	Gansu	Zhangye	BA.5.2*	2023-01-05
7537	hCoV-19/Chongqing/CQCDC-0201/2023	EPI_ISL_16702035	BA.5.2.48	1/5/2023	China	Chongqing		BA.5.2*	2023-01-05
7539	hCoV-19/Chongqing/CQCDC-0195/2023	EPI_ISL_16702033	BA.5.2.48	1/5/2023	China	Chongqing		BA.5.2*	2023-01-05
7548	hCoV-19/Jiangsu/TZCDC-013/2023	EPI_ISL_16671012	BA.5.2.48	1/5/2023	China	Jiangsu	Taizhou	BA.5.2*	2023-01-05
7560	hCoV-19/Yunnan/IVDC-609/2023	EPI_ISL_16646075	BF.7.14	1/5/2023	China	Yunnan	Xishuangbanna Dai	BF.7.14*	2023-01-05
7561	hCoV-19/Yunnan/IVDC-607/2023	EPI_ISL_16646073	BA.5.2.48	1/5/2023	China	Yunnan	Xishuangbanna Dai	BA.5.2*	2023-01-05
7564	hCoV-19/Yunnan/IVDC-591/2023	EPI_ISL_16646057	BA.5.2.48	1/5/2023	China	Yunnan	Honghe Hani and Yi	BA.5.2*	2023-01-05
7594	hCoV-19/Zhejiang/IVDC-28/2023	EPI_ISL_16635748	BA.5.1	1/5/2023	China	Zhejiang	Hangzhou	Others	2023-01-05
7596	hCoV-19/Zhejiang/IVDC-26/2023	EPI_ISL_16635746	BA.5.1	1/5/2023	China	Zhejiang	Hangzhou	Others	2023-01-05
7610	hCoV-19/Zhejiang/IVDC-12/2023	EPI_ISL_16635732	BF.7.14	1/5/2023	China	Zhejiang	Hangzhou	BF.7.14*	2023-01-05
7613	hCoV-19/Liaoning/IVDC-480/2023	EPI_ISL_16635235	BF.7.14	1/5/2023	China	Liaoning	Jinzhou	BF.7.14*	2023-01-05
7614	hCoV-19/Liaoning/IVDC-479/2023	EPI_ISL_16635234	BF.7.14	1/5/2023	China	Liaoning	Jinzhou	BF.7.14*	2023-01-05
7615	hCoV-19/Ningxia/IVDC-430/2023	EPI_ISL_16635101	BF.7.14	1/5/2023	China	Ningxia	Shizuishan	BF.7.14*	2023-01-05
7618	hCoV-19/Ningxia/IVDC-424/2023	EPI_ISL_16635096	BF.7.14	1/5/2023	China	Ningxia	Shizuishan	BF.7.14*	2023-01-05
7620	hCoV-19/Ningxia/IVDC-414/2023	EPI_ISL_16635087	BA.5.2.48	1/5/2023	China	Ningxia	Shizuishan	BA.5.2*	2023-01-05
7628	hCoV-19/Hubei/HCDC-ES477/2023	EPI_ISL_16616879	BF.7.14	1/5/2023	China	Hubei	Enshi	BF.7.14*	2023-01-05
7683	hCoV-19/Shandong/SDCDC-0473/2023	EPI_ISL_16604843	BA.5.2.48	1/5/2023	China	Shandong	Linyi	BA.5.2*	2023-01-05
7700	hCoV-19/Heilongjiang/HLJCDC-0036/2023	EPI_ISL_16598376	BA.5.2.49	1/5/2023	China	Heilongjiang		BA.5.2*	2023-01-05
7713	hCoV-19/Zhejiang/ZCDC-ZJHZMJ/2023	EPI_ISL_16580259	BA.5.1	1/5/2023	China	Zhejiang		Others	2023-01-05
7715	hCoV-19/Zhejiang/ZCDC-ZJHZBQL/2023	EPI_ISL_16580257	BA.5.1	1/5/2023	China	Zhejiang		Others	2023-01-05
7724	hCoV-19/Yunnan/YCDC-01/2023	EPI_ISL_16560935	BF.7.14	1/5/2023	China	Yunnan		BF.7.14*	2023-01-05
7737	hCoV-19/Tianjin/TJCDC-018/2023	EPI_ISL_16481853	BA.5.2.48	1/5/2023	China	Tianjin		BA.5.2*	2023-01-05
7745	SARS-CoV-2/human/CHN/ZJCDC184/2023	EPI_ISL_17490654	BA.5.2.49	1/5/2023	China	Zhejiang		BA.5.2*	2023-01-05
7781	hCoV-19/Fujian/FCDC-FJ01S062/2023	EPI_ISL_17489576	DY.1.1	1/6/2023	China	Fujian	Fuzhou	BA.5.2*	2023-01-06
7783	hCoV-19/Fujian/FCDC-FJ01S064/2023	EPI_ISL_17489574	BF.7.14.1	1/6/2023	China	Fujian	Fuzhou	BF.7.14*	2023-01-06
7862	hCoV-19/Chongqing/YBCDC-0057/2023	EPI_ISL_16709029	BF.7.14	1/6/2023	China	Chongqing	Yubei	BF.7.14*	2023-01-06
7874	hCoV-19/Gansu/GSCDC-130/2023	EPI_ISL_16702203	BA.5.2.48	1/6/2023	China	Gansu	Pingliang	BA.5.2*	2023-01-06
7889	hCoV-19/Jiangsu/NJCDC-044/2023	EPI_ISL_16698400	BA.5.2.48	1/6/2023	China	Jiangsu	Nanjing	BA.5.2*	2023-01-06
7895	hCoV-19/Xinjiang/IVDC-240/2023	EPI_ISL_16635953	BA.5.2	1/6/2023	China	Xinjiang	Yining	BA.5.2*	2023-01-06
7902	hCoV-19/Liaoning/IVDC-487/2023	EPI_ISL_16635238	BF.7.14	1/6/2023	China	Liaoning	Benxi	BF.7.14*	2023-01-06
7960	hCoV-19/Tianjin/TJCDC-057/2023	EPI_ISL_16597943	BA.5.2.48	1/6/2023	China	Tianjin		BA.5.2*	2023-01-06
7967	hCoV-19/Tianjin/TJCDC-021/2023	EPI_ISL_16481856	BF.7.14	1/6/2023	China	Tianjin		BF.7.14*	2023-01-06
7968	hCoV-19/Tianjin/TJCDC-013/2023	EPI_ISL_16481848	BA.5.2.49	1/6/2023	China	Tianjin		BA.5.2*	2023-01-06
7970	SARS-CoV-2/human/CHN/ZJCDC194/2023	EPI_ISL_17490644	BF.7.14	1/6/2023	China	Zhejiang		BF.7.14*	2023-01-06
7976	SARS-CoV-2/human/CHN/ZJCDC188/2023	EPI_ISL_17490650	DY.1.1	1/6/2023	China	Zhejiang		BA.5.2*	2023-01-06
8010	hCoV-19/Guangxi/CZIM-12/2023	EPI_ISL_17086554	BN.1.3	1/7/2023	China	Guangxi	Chongzuo	BA.2.75*	2023-01-07
8033	hCoV-19/Yunnan/YCDC-08/2023	EPI_ISL_16750710	BA.5.2.48	1/7/2023	China	Yunnan		BA.5.2*	2023-01-07
8034	hCoV-19/Yunnan/YCDC-07/2023	EPI_ISL_16750709	XBB.1	1/7/2023	China	Yunnan		Others	2023-01-07
8037	hCoV-19/Sichuan/ZYCDC-014/2023	EPI_ISL_16737889	BF.7.14	1/7/2023	China	Sichuan	Ziyang	BF.7.14*	2023-01-07
8039	hCoV-19/Taiwan/F77837/2023	EPI_ISL_16723884	BQ.1.1.4	1/7/2023	China	Taiwan		Others	2023-01-07
8040	hCoV-19/Taiwan/F77832/2023	EPI_ISL_16723883	BQ.1.1.4	1/7/2023	China	Taiwan		Others	2023-01-07
8045	hCoV-19/Shaanxi/SXCDC-B012/2023	EPI_ISL_16709501	BA.5.2.48	1/7/2023	China	Shaanxi	Baoji	BA.5.2*	2023-01-07
8086	hCoV-19/Jiangsu/SZCDC-043/2023	EPI_ISL_16670978	BA.5.2.48	1/7/2023	China	Jiangsu	Suzhou	BA.5.2*	2023-01-07
8113	hCoV-19/Anhui/ACDC-05/2023	EPI_ISL_16598626	BA.5.2.49	1/7/2023	China	Anhui	Anqing	BA.5.2*	2023-01-07
8115	hCoV-19/Tianjin/TJCDC-046/2023	EPI_ISL_16597932	BF.7.14	1/7/2023	China	Tianjin		BF.7.14*	2023-01-07
8148	hCoV-19/Guangxi/NN-011306/2023	EPI_ISL_17086612	BF.7.14	1/8/2023	China	Guangxi	Nanning	BF.7.14*	2023-01-08
8149	hCoV-19/Guangxi/NN-011305/2023	EPI_ISL_17086611	BF.7.14	1/8/2023	China	Guangxi	Nanning	BF.7.14*	2023-01-08
8165	hCoV-19/Hong Kong/VK23006120/2023	EPI_ISL_16717104	BQ.1.1.14	1/8/2023	China	Hong Kong		Others	2023-01-08
8217	hCoV-19/Yunnan/IVDC-615/2023	EPI_ISL_16646081	BA.5.2.48	1/8/2023	China	Yunnan	Xishuangbanna Dai	BA.5.2*	2023-01-08
8226	hCoV-19/Ningxia/IVDC-444/2023	EPI_ISL_16635115	BF.7.14	1/8/2023	China	Ningxia	Shizuishan	BF.7.14*	2023-01-08
8228	hCoV-19/Ningxia/IVDC-442/2023	EPI_ISL_16635113	BF.7.14	1/8/2023	China	Ningxia	Shizuishan	BF.7.14*	2023-01-08
8229	hCoV-19/Ningxia/IVDC-441/2023	EPI_ISL_16635112	BA.5.2.48	1/8/2023	China	Ningxia	Shizuishan	BA.5.2*	2023-01-08
8235	hCoV-19/Ningxia/IVDC-435/2023	EPI_ISL_16635106	BA.5.2.48	1/8/2023	China	Ningxia	Shizuishan	BA.5.2*	2023-01-08
8246	hCoV-19/Shandong/SDCDC-0503/2023	EPI_ISL_16604872	BF.7.14	1/8/2023	China	Shandong	Zibo	BF.7.14*	2023-01-08
8249	hCoV-19/Tianjin/TJCDC-048/2023	EPI_ISL_16597934	BF.7.14	1/8/2023	China	Tianjin		BF.7.14*	2023-01-08
8250	hCoV-19/Tianjin/TJCDC-045/2023	EPI_ISL_16597931	BF.7.14	1/8/2023	China	Tianjin		BF.7.14*	2023-01-08
8262	hCoV-19/Guangdong/GCDC-JM-0015/2023	EPI_ISL_16573282	BF.7.14	1/8/2023	China	Guangdong		BF.7.14*	2023-01-08
8264	hCoV-19/Taiwan/F77928/2023	EPI_ISL_16546407	BA.5.2.48	1/8/2023	China	Taiwan		BA.5.2*	2023-01-08
8266	hCoV-19/Hong Kong/VZ23001150/2023	EPI_ISL_16524126	BQ.1.1.14	1/8/2023	China	Hong Kong		Others	2023-01-08
8277	SARS-CoV-2/human/CHN/23030/2023	EPI_ISL_16596505	BF.7.14	1/8/2023	China	Sichuan	Yibin	BF.7.14*	2023-01-08
8278	SARS-CoV-2/human/CHN/23029/2023	EPI_ISL_16596503	BF.7.14	1/8/2023	China	Sichuan	Yibin	BF.7.14*	2023-01-08
8385	hCoV-19/Hubei/HCDC-WH0514/2023	EPI_ISL_17487717	BF.7.14	1/9/2023	China	Hubei	Wuhan	BF.7.14*	2023-01-09
8394	hCoV-19/Guangdong/GDCDC-00776/2023	EPI_ISL_17170825	BF.7.14	1/9/2023	China	Guangdong		BF.7.14*	2023-01-09
8398	hCoV-19/Guangxi/GCDC-CZ-011110/2023	EPI_ISL_17088816	BA.5.2.48	1/9/2023	China	Guangxi	Chongzuo	BA.5.2*	2023-01-09
8406	hCoV-19/Guangxi/FCG-011007/2023	EPI_ISL_17086600	BF.7.14	1/9/2023	China	Guangxi	Fangchenggang	BF.7.14*	2023-01-09
8431	hCoV-19/Hebei/HD-2/2023	EPI_ISL_17031623	BA.5.2.49	1/9/2023	China	Hebei	Handan	BA.5.2*	2023-01-09
8437	hCoV-19/Shanxi/SXCDC-0156/2023	EPI_ISL_16853836	BF.7.14	1/9/2023	China	Shanxi	Taiyuan	BF.7.14*	2023-01-09
8460	hCoV-19/Anhui/HFCDC-42/2023	EPI_ISL_16740807	BA.5.2.49	1/9/2023	China	Anhui	Hefei	BA.5.2*	2023-01-09
8484	hCoV-19/Shaanxi/SXCDC-A025/2023	EPI_ISL_16709518	BA.5.2.48	1/9/2023	China	Shaanxi	Ankang	BA.5.2*	2023-01-09
8489	hCoV-19/Shaanxi/SXCDC-B008/2023	EPI_ISL_16709497	BA.5.2.48	1/9/2023	China	Shaanxi	Baoji	BA.5.2*	2023-01-09
8518	hCoV-19/Chongqing/YBCDC-0063/2023	EPI_ISL_16709035	BF.7.14	1/9/2023	China	Chongqing	Yubei	BF.7.14*	2023-01-09
8524	hCoV-19/Gansu/GSCDC-148/2023	EPI_ISL_16702221	BF.7.14	1/9/2023	China	Gansu	Longnan	BF.7.14*	2023-01-09
8534	hCoV-19/Gansu/GSCDC-171/2023	EPI_ISL_16702084	BA.5.2	1/9/2023	China	Gansu	Zhangye	BA.5.2*	2023-01-09
8545	hCoV-19/Guizhou/IVDC-378/2023	EPI_ISL_16636230	BA.5.2.48	1/9/2023	China	Guizhou	Tongren	BA.5.2*	2023-01-09
8546	hCoV-19/Guizhou/IVDC-377/2023	EPI_ISL_16636229	BF.7.14	1/9/2023	China	Guizhou	Tongren	BF.7.14*	2023-01-09
8550	hCoV-19/Guizhou/IVDC-373/2023	EPI_ISL_16636225	BF.7.14	1/9/2023	China	Guizhou	Tongren	BF.7.14*	2023-01-09
8553	hCoV-19/Guizhou/IVDC-369/2023	EPI_ISL_16636221	BF.7.14	1/9/2023	China	Guizhou	Guiyang	BF.7.14*	2023-01-09
8554	hCoV-19/Guizhou/IVDC-368/2023	EPI_ISL_16636220	BA.5.2.48	1/9/2023	China	Guizhou	Guiyang	BA.5.2*	2023-01-09
8556	hCoV-19/Guizhou/IVDC-363/2023	EPI_ISL_16636215	BA.5.2.48	1/9/2023	China	Guizhou	Guiyang	BA.5.2*	2023-01-09
8572	hCoV-19/Zhejiang/IVDC-89/2023	EPI_ISL_16635809	BF.7.14	1/9/2023	China	Zhejiang	Ningbo	BF.7.14*	2023-01-09
8575	hCoV-19/Zhejiang/IVDC-86/2023	EPI_ISL_16635806	BF.7.14	1/9/2023	China	Zhejiang	Ningbo	BF.7.14*	2023-01-09
8584	hCoV-19/Zhejiang/IVDC-77/2023	EPI_ISL_16635797	BF.7.14	1/9/2023	China	Zhejiang	Ningbo	BF.7.14*	2023-01-09
8596	hCoV-19/Inner Mongolia/IVDC-320/2023	EPI_ISL_16635331	BA.5.2.49	1/9/2023	China	Inner Mongolia	Wuhai	BA.5.2*	2023-01-09
8598	hCoV-19/Inner Mongolia/IVDC-315/2023	EPI_ISL_16635329	BA.5.2.48	1/9/2023	China	Inner Mongolia	Wuhai	BA.5.2*	2023-01-09
8599	hCoV-19/Inner Mongolia/IVDC-314/2023	EPI_ISL_16635328	BA.5.2.49	1/9/2023	China	Inner Mongolia	Wuhai	BA.5.2*	2023-01-09
8600	hCoV-19/Inner Mongolia/IVDC-313/2023	EPI_ISL_16635327	BA.5.2.48	1/9/2023	China	Inner Mongolia	Wuhai	BA.5.2*	2023-01-09
8601	hCoV-19/Inner Mongolia/IVDC-305/2023	EPI_ISL_16635324	BA.5.2.48	1/9/2023	China	Inner Mongolia	Ulanqab	BA.5.2*	2023-01-09
8602	hCoV-19/Inner Mongolia/IVDC-307/2023	EPI_ISL_16635323	BF.7.14	1/9/2023	China	Inner Mongolia	Tongliao	BF.7.14*	2023-01-09
8677	hCoV-19/Heilongjiang/HLJCDC-0057/2023	EPI_ISL_16598398	BA.5.2.48	1/9/2023	China	Heilongjiang		BA.5.2*	2023-01-09
8690	hCoV-19/Tianjin/TJCDC-053/2023	EPI_ISL_16597939	BF.7.14	1/9/2023	China	Tianjin		BF.7.14*	2023-01-09
8691	hCoV-19/Tianjin/TJCDC-051/2023	EPI_ISL_16597937	BF.7.14	1/9/2023	China	Tianjin		BF.7.14*	2023-01-09
8692	hCoV-19/Tianjin/TJCDC-050/2023	EPI_ISL_16597936	BF.7.14	1/9/2023	China	Tianjin		BF.7.14*	2023-01-09
8693	hCoV-19/Tianjin/TJCDC-043/2023	EPI_ISL_16597929	BF.7.14	1/9/2023	China	Tianjin		BF.7.14*	2023-01-09
